Title,Year,Rating,Votes,Synopsis,Runtime
Rampo,1994,6.6,623.0,"Edogawa Rampo is a writer whose latest work is censored by the government, deemed too disturbing and injurious to the public to be allowed to be published. However, after burning his drafts, his publisher shows him a newspaper with an account of events just like his forbidden story. As the film progresses, fantasy and reality intermingle in a tale that draws heavily on influences from Poe and Stoker's Dracula. The film's strongly Expressionistic direction skillfully combines a variety of media (animation, computer-generated imagery, grainy black-and-white fast film stock, color negatives) for artistic effect.",1h 40m
Stockholm Marathon,1994,5.5,1400.0,"The gardener decides to avenge the death of his mentally disturbed wife by killing the men he considers responsible. One of them is a pop star that takes part in a great marathon race in Stockholm. While the killer methodically prepares and patiently awaits his victim, Inspector Beck and his men must determine the exact location of the shooting on 42 kilometers of path before it's too late.",1h 27m
Tryst,1994,4.2,263.0,"A young man journeys to the estate of a rich family in Santa Barbara, California, to visit his mother, who works there as a maid and whom he hasn't seen in many years. He winds up getting involved in adultery and a murder plot and uncovering some long-hidden secrets that no one in the family wants revealed.",1h 41m
Lock-Up: The Prisoners of Rikers Island,1994,7.6,244.0,"A look inside Rikers Island which is a rather unknown place in New York. Many of the inmates and various people working in the law enforcement field are interviewed. We see aftermath of violence, different units, a drug search in one of the prison units, judge visits etc.",1h 15m
Treasure Hunt,1994,6.1,640.0,"A C.I.A. agent is assigned to go to Beijing to look for a hidden ""treasure,"" which turns out to be a woman who has supernatural powers, and is the National Treasure of China.",1h 51m
"Ryaba, My Chicken",1994,6.4,474.0,A comedy about a successful entrepreneur and his jealous neighbors.,1h 57m
Running Free,1994,5.5,134.0,A twelve-year old boy befriends a wolverine.,1h 31m
Chaand Kaa Tukdaa,1994,3.9,790.0,"A super-rich NRI comes to India in search of a bride, only to fall in love with a village girl. But she just might be a small pawn in a bigger, deadlier conspiracy.",2h 35m
Not Angels But Angels,1994,6.4,542.0,"Interviews with a procurer and with nineteen boys and young men who are prostitutes in Prague. The youths range in age from 14 to 19. They hustle at the central train station and at clubs. Most of their clients are foreign tourists, many are German. The youths talk about why they hustle, their first trick, prices, dangers, what they know about AIDS, their fears (disease and loneliness), and how they imagine their futures. The film's title, its liturgical score, much of it elegiac, and shots of the city's statues of angels underline the vulnerability and callow lack of sophistication of the young men.",1h 20m
Sangdil Sanam,1994,4.2,706.0,"Two children are betrothed but the girl's father robs a bank and frames the boy's father for it. Years later, the grown-up boy returns to take his bride back home.",2h 36m
Krummerne 3 - fars gode idé,1994,4.7,618.0,"The Krunborg family has new problems: a freshly painted house that won't dry, a tent with holes and a car that won't go anywhere and much much more.",1h 30m
Bloody Weekend,1994,4.5,587.0,"Seven teenagers retreat to a country house for the weekend to make their epic, an impossibly ambitious Celtic fantasy. As the making of the video drifts from playful hilarity to argument, frustrated ambition and accusation, intimate details seep into the script and the gap between fact and fiction closes, foreshadowing later events. When the group decides to lift the mood with an Acid-inspired initiation, secret dreams and fears are revealed, and pent-up emotions released, with all their youthful intensity and passion.",1h 48m
Ponthan Mada,1994,8.0,1000.0,"Set in 1940s, the low-caste Ponthan Mada bonds with his colonial landlord Sheema Thampuran, who was expelled to British India from England during his youth for supporting the Irish Republican Army.",1h 59m
Martin Lawrence: You So Crazy,1994,6.6,1100.0,"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.",1h 24m
The Pornographer,1994,6.7,113.0,"This film contrasts the sleazy and unscrupulous behavior of Greyson (Jason Tomlins), a successful commercial artist who really steals the work of others and passes it off as his own.",1h 33m
The Pack,1994,6.3,213.0,"A pack of bored youths kidnaps two young German tourists with the help of an older criminal. They decide to rape them. Sylvia, the older of the two girls, decides to sacrifice herself to spare her friend Marion. Nevertheless, violence keeps increasing.",1h 33m
A Business Affair,1994,5.5,508.0,"Beautiful, vivacious Kate is a floor model at a posh London department store by day, and the wife of author Alec Bolton at night. Her idyllic existence is thrown into turmoil when she writes a novel and is courted by Alec's new publisher.",1h 42m
Fatal Past,1994,4.2,169.0,A mobster's mistress and her bodyguard share a forbidden love and discover they may be doomed by an ominous past life.,1h 23m
Anth,1994,5.0,194.0,Anth means the final ending of a story that may be start by someone and finished by a Hero.,2h 16m
Wonder Seven,1994,5.4,346.0,"Wonder Seven, a secret group of well-trained government agents in China, has been assigned a case of a computer disc robbery. At first everything seems to go smooth, when a disastrous national conspiracy unravels.",1h 30m
Vukovar Poste Restante,1994,7.1,900.0,"This movie describes the violent break-up of former Yugoslavia from the Serbian point of view, using the story of ethnicly mixed couple in war-torn city of Vukovar as metaphore.",1h 36m
Zlatne godine,1994,6.8,242.0,"The crash of student strike, also the crash of ""Croatian Spring"" in December of 1971. causes a violent separation of it's 3 participations: A member of student leaders Jakov, his brother Mislav and Jakov's girlfriend Suncana. Jakov escapes abroad while Mislav and Suncana remain in Zagreb believing that nothing bad can happened to them. Meanwhile, Mislav is getting arrested and Suncana stays alone. 20 years later, Jakov returns from Australia looking for a new beginning. He stays at Mislav's who married a girl from a rich family, after released from prison and becomes a dentist. Soon, the brothers discover that the scelator from the past were not buried, after all and the case of Suncana Krizic, who got killed in 1972. under mysterious circumstances, becomes Jakov's obsession in finding the truth. Mislav's suspicious resistance towards this private investigation, unclear role of ex-UDBA operator Brkan and Jakov's sympathy towards Brkan's granddaughter Tala is about to complicate Jakov's psychological state.",1h 50m
Blood of the Innocent,1994,4.6,434.0,"A Chicago cop goes to Poland to get the hoods who killed his brother. When he finds out they belong to the local outfit of the Russian mob, he takes on the outfit's boss, as well as Dr. Lem, who handles illegal organ trade for the mob.",1h 35m
Lipstiek Dipstiek,1994,6.6,132.0,"Francois Coertze stars as Poennie, a blue-collar Afrikaans boy coming to terms with life, romance, and lust. He is on the verge of manhood and finds himself trapped in a relationship with a rather plumpish Boermeisie (Lizz Meiring), who can and will spell only one thing: Disaster. In steps gorgeous Julie Hartley as stylish young English psychologist Catelina, who not only saves Poennie from impending insanity but also holds the key to what he really seeks: True Love. The spanner in the works is Catelina's uptight fiance (Jozua van der Lugt). See how a love triangle becomes a love square and how love turns to lust in this hilarious sex comedy.",1h 36m
Venus in Furs,1994,5.1,506.0,Two people with help of some friends explore their sexuality.,1h 10m
Yellowstone,1994,6.0,100.0,"See Yellowstone National Park: Grizzlies, geysers, rivers, canyons and, of course, moose.",55m
Deadly Melody,1994,6.3,548.0,A young security man must prove himself worthy by defending the one object wanted by all the masters of the Martials Arts world - the Magic Lyre!,1h 31m
Replikator,1994,2.9,289.0,A ruthless criminal kingpin has taken control of the technology to replicate people and a veteran street cop and his two cyberpunk friends must stop him.,1h 37m
Hand Gun,1994,5.4,413.0,"Jack is in the midst of a major robbery, which leaves him injured and his accomplices dead. Jack manages to hide the $500,000 from the robbery before he makes his way to his death bed.",1h 30m
Hello Brother,1994,7.4,590.0,A quiet and mature man meets with his twin - who is exactly his opposite.,2h 38m
Dulaara,1994,5.2,343.0,"Raja's adopted father, James Joyner was once a career-criminal who was gun down by the police; thus when there are killings in and around the city Raja became a suspect by the police - only to learn that he is being framed for someone else crime; while on the other hand Inspector Vijay Chauhan is looking for evidences to incarcerate him.",15
In the Middle of Nowhere,1994,7.5,1200.0,"This Serbian drama follows the exploits of a depressed architect in Belgrade as he wanders about searching for the future in a land where the future no longer exists. Handsome Nikola is in his mid-thirties. He earned the nickname Champ because he used to race speedboats. He makes a decent living as a free-lance architect and his apartment is spacious and comfortable. Ana is attracted by the Champ's good looks and apparent prosperity. He is always pensive though; even when he is out drinking at the local clubs with his companions he cannot help but brood about the state of Belgrade. Though the city appears fairly normal on the outside, the presence of the war is signalled when a reluctant conscript in the army is dragged away.",1h 40m
Pavithram,1994,8.0,933.0,"A young man's relationship with his career, fiancee and brother is brought under stress by the birth of an unexpected sister.",2h 36m
The Fence,1994,4.8,251.0,A former con man learns that it's each time more hard to keep in the right path.,1h 31m
Brave,1994,7.2,268.0,"A runaway girl is interviewed by a psychiatrist after a suicide attempt and her story is shown in subsequent flashbacks, accompanied by the music of Marillion's concept album 'Brave'.",58m
Jai Kishen,1994,4.7,704.0,Twins Jai and Kishen reunite together to fight against the perpetrators who killed their father and had them separated.,2h 9m
Dilwale,1994,5.7,3300.0,A police officer finds out the truth about a mental patient and helps him bring the perpetrators to justice.,2h 52m
Mammo,1994,7.8,554.0,"13 year old Riyaz lives a poor lifestyle in Bombay, India, with his grandmother, Fayyuzi, and her sister, Mehmooda alias Mammo. Quite outspoken and embittered over his dad abandoning him, Riyaz does not have many friends, save for Rohan. When Mammo plans a surprise birthday party for him, Riyaz is offended as he believes his friends will make fun of him as his lifestyle is not as good as their's. Fayyuzi and Riyaz have an argument with Mammo, and she leaves for the Mosque at Haji Ali, but returns when both apologize to her. Although Mammo was born in Panipat during the British Raj, she was one of thousands of Muslims who left for Pakistan. She was married over there, could not conceive, was branded a ""barren woman"", and asked to leave. Having nowhere else to go, she came to live with her widowed sister in Bombay on a temporary Visa. Every month she would walk to the nearest Police Station and get an extension. She finally paid a Rs.4800/ as a bribe in order to get a permanent visa through Inspector Apte. When Apte was transferred, a new Police Inspector took over, processed her papers, held her to be an illegal immigrant, arrested her, had her escorted to the Bombay Central Railway Station, board the Frontier Mail, which would return her to Pakistan. Riyaz and Fayyuzi make every possible attempt to trace and bring her back, which was all in vain. Now 20 years later, Riyaz has grown up and has written a book about his Mammo, hoping that someday, somewhere she will find it and they will be reunited again.",2h 10m
The Heroes,1994,5.5,595.0,"Roman TV technicians Fabio and Enzo have been unable to find decent jobs. They decide to crack a safe at a jewelry in Milan. To get the layout of the store, they enlist a beautiful but unsophisticated young woman, Deborah.",1h 40m
Freedom on My Mind,1994,8.0,334.0,Chronicles the Mississippi voter registration drive from 1961- 64.,1h 45m
Hindi pa tapos ang laban,1994,3.1,58.0,"Fernando Poe Jr. stars as Carding Villamar, a city professional who returns to their hometown of Evangelista after learning of his brother's untimely demise. As a series of events unfold, he soon discovers that his brother didn't succumb to a heart attack as he was made to believe. He was shot in cold blood for refusing to sell his land to a powerful congressman. With a town muted and crippled by fear, the congressman's henchmen move unhampered to silence Carding and his brother's orphaned family as well. Big mistake. Armed with only a crusty riffle and a whole ton of rage. Carding sets out to right the wrong and exact vengeance for the murder of his brother. That is, if he survives the hot pursuits of bounty hunters, the militia and the police who are all in the congressman's payroll.",2h 4m
Jonathan degli orsi,1994,6.2,446.0,"A young boy witnesses his parents' murder. Later, as he grows up, he befriends a bear in the wilderness and the chief of a local Indian tribe, and he stays with the Indians, but makes an enemy of the chief's son. As he enters adulthood he sets out to find the men responsible for his parents' deaths.",1h 28m
Andaz,1994,4.5,526.0,"After completing his schooling from Nalanda, Ajay Kumar Saxena returns and is hired as a Teacher. He meets with savvy students, whose names are Jaya, Neelam, Shilpa, Sonam, Chunky, Govinda, with Jaya having a crush on him, and wants to wed him. He, instead, weds Saraswati, from a local orphanage, brings her home, while Jaya leaves the hostel and moves in next door. Jaya's agenda is to befriend Saraswati and thus continue to be near her lover, and she meets this goal with considerable success. When Jaya's dad is killed, Saraswati asks Jaya to move in, bringing chaos to Ajay's life amidst threats from a terrorist named Captain - who will soon hold the school and all it's inhabitants hostage.",2h 47m
Hum Hain Bemisaal,1994,4.4,693.0,"Michael, a hit-man, faces the ultimate betrayal from his employer when he decides to retire after one last job. He then joins forces with Inspector Vijay to confront the gangsters who're out to kill him.",2h 25m
Paasamalargal,1994,5.1,177.0,"In order to earn goodwill, a businessman adopts 6 orphan girls. After the initial friction, he does warm up to them. Meanwhile, a young girl falls in love with him. All goes well till tragedy strikes.",PG
Nastazja,1994,6.7,108.0,"A free adaptation of Fyodor Dostoyevsky's classic novel ""The Idiot"". Here, two Japanese actors perform the key roles of a man in love with a woman who chooses the love of another man. In another sketch, the two male friends are united to discuss the issue.",1h 40m
Fresh Kill,1994,6.0,252.0,"Young lesbian parents Shareen and Claire are raising their 5-year-old daughter Honey in a converted garage on Staten Island. Shareen salvages refuse with her pickup truck while Claire waits tables at the hip Naga Saki restaurant in Manhattan, caught up in a global exchange of industrial waste via contaminated sushi. As a ghost barge bearing nuclear refuse circles the planet in search of a willing port, household pets begin to glow ominously, then disappear; and people start speaking in tongues. The crisis escalates when a multinational corporation is implicated, the couple's daughter Honey mysteriously vanishes, and a group of young New Yorkers strike back in an unlikely alliance with activists in the developing world.",1h 20m
Alma's Rainbow,1994,6.5,242.0,"The life of teenager Rainbow Gold as she enters womanhood and navigates standards of beauty, self-image, and the rights women have over their bodies.",1h 29m
Warriors,1994,4.4,623.0,A government-trained killing machine must turn his lethal skills against his top-secret squad's AWOL leader,1h 41m
The Underground Banker,1994,6.2,297.0,A man's family is torn apart when his wife takes a loan from a loan shark who will stop at nothing to get his money back.,1h 31m
Double Suspicion,1994,4.9,645.0,"A retired police detective reluctantly returns to action to stop a serial killer dubbed ""The Surgeon"".",1h 32m
Psy 2. Ostatnia krew,1994,6.7,2800.0,"Franz Maurer, a compromised cop, former officer of the criminal department of the Warsaw's police, is released from prison where he was doing time for his brutality and murders. He is awaited by the New, his fellow-policeman. Franz tries to go straight starting hard work in a steel mill. Nevertheless, he must leave the factory as a criminal with an uncertain past when he doesn't join the strike organized by the workers' union. At the same time, a merciless war continues in former Yugoslavia. Wolf and William, two high rank officers, come to Poland in order to organize a network selling and smuggling arms to Yugoslavia by way of Albania. They seek experienced and loyal partners. Franz is not only amenable to the scheme, but he even draws his former partner into the deal. However, security agents are circling them like buzzards...",1h 40m
Flashfire,1994,4.5,425.0,"Police Detective Jack Flinder (Billy Zane) is already in trouble with the rest of his force for imprisoning a corrupt partner, but now he has a new problem with which to deal. Things get much worse from there.",1h 28m
Alone in the Night,1994,6.4,176.0,"Nami, the widow of a disgraced narcotics officer seeks to clear his name by going undercover.",1h 48m
Doraemon: Nobita's Three Visionary Swordsmen,1994,7.3,967.0,Nobita comes into his dream with Doraemon's tools. He is a hero there.,1h 38m
Kaikki pelissä,1994,5.6,224.0,A film group is making a movie in a small village. The story is based on true events that has happened in the the same village a few decades ago. A dis-liked writer Pentti Töysä arrives in the middle of a press conference and claims that he is the true writer of the film. He has made some changes in the script and these changes will bring an old crime to light. But in the following night Töysä is being killed and the final draft of the script is missing...,1h 36m
L.A. AIDS Jabber,1994,4.6,172.0,A guy who has been diagnosed with AIDS decides to get his revenge on the world by attacking people with hypodermic needles filled with his blood.,1h 18m
It's a Wonderful Life,1994,6.3,307.0,"A big family faces many life problems, and everyone tries best to find love and happiness in the new year.",1h 34m
The Last Good Time,1994,6.6,354.0,"Joseph, a former professional musician who has withdrawn into a quiet life after the death of his wife. Remaining mostly isolated, he stays at home, playing his violin in the evenings for entertainment. This routine is disrupted, however, when he witnesses a violent fight between his neighbor, Eddie, and his girlfriend Charlotte. He takes an interest in her, eventually taking her in when he learns that she has no place to stay. The gentle Kopple possesses a traditional, European restraint, while she is tough and jaded. Nevertheless, the two soon become close companions, sharing their pain and finding unexpected solace in each other.",1h 30m
Keiner liebt mich,1994,7.1,1300.0,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing on her. She is obsessed with death and even visits evening classes on dying, so it seems fitting that she encounters a skeleton in the malfunctioning elevator of her apartment building. The skeleton is her neighbour Orfeo, a Black, gay, self-declared psychic, who convinces her that she is about to meet ""him"". But is it really Lothar, the new yuppie apartment manager ...?",1h 44m
Main Khiladi Tu Anari,1994,6.5,6700.0,A Bombay police officer seeks revenge when his brother is killed by a powerful underworld figure. Things get complicated when a matinee movie idol begins to shadow the policeman so he can research a movie role.,2h 55m
Every Breath,1994,4.0,275.0,An unemployed actor gets involved with a strange woman who hangs out in lesbian nightclubs and her rich arms dealer husband.,1h 28m
The Club,1994,4.4,590.0,"Time stops at midnight at the Senior Prom for five students, one murderous counselor, and John. They must find the courage to face themselves or, when time starts again, they may find that they are joining John's Club. All you have to do is commit murder... or suicide.",1h 30m
Saints and Sinners,1994,5.2,216.0,"After many years Pooch returns to his neighbourhood. To Big Boy, his best friend, Pooch is valuable asset in his plans of becoming local crime lord. To Pooch, this reunion is painful because he is, actually, undercover cop sent to bring Big Boy down.",1h 40m
The Goat Horn,1994,7.6,338.0,"Middle Ages: Bulgaria is under the Ottoman Empire. Somewhere, far in the mountains, goatherd Karaivan lives with his wife and little daughter, Mariya. One day Turks burst into the house and rape the woman before the eyes of the daughter and husband. After the rape, she is killed by a raper and the girl is shocked into growing dumb. From this moment on, Karaivan is obsessed with the sole thought of taking revenge. He moves with his daughter into a cave high in the mountains, raises her as if she is a boy, trains her to fight and draw a bow. Deep in her heart, the girl has no hatred, but a craving for love. She meets a young Muslim shepherd and falls in love. The father is unable to swallow it and kills the young man.",1h 28m
The Cecilia Masagca Story: Antipolo Massacre (Jesus Save Us!),1994,7.4,31.0,Possessed by an evil spirit lurked into his soul Winifredo (Cesar Montano) brought misery and affliction to his once happy and contented family life. Cecilia (Dawn Zulueta) tried to save his husband from committing murder but it was too late the jungle bolo seemed to have ruled his being thus a bloody and gory ending. It was thought that the spirit lives in the bolo with its dark past used in hacking the victims.,1h 50m
Police Rescue,1994,5.5,219.0,A new recruit to Sydney's Police Rescue squad is accused of corruption.,1h 34m
Salaami,1994,7.0,75.0,Vijay (Ayub Khan) is an honest young army cadet who finds himself battling the corrupt police department after he comes across evidence that could put Superintendent Gautam (Goga Kapoor) behind bars. And he also put himself in a situation which is all set for a conflict between the police and the army.,2h 28m
The Rapist,1994,5.2,133.0,"A serial rapist is loose in the Hong Kong suburb of Tuen Mun. Based on the true story of Lam Kwok-wai, who raped and murdered women in the early 90s.",1h 31m
Tropical Tease,1994,4.5,77.0,"Bernie is a clumsy contract killer married to a busty beauty. When he arrives at a resort in beautiful Miami Beach, he is outraged to find his wife in bed with a local lifeguard.",1h 32m
Nastya,1994,6.8,613.0,A young Russian store clerk has a drab existence in times of shortages and is berated by her ailing mother for not seeing men. So she brings home an unknown young man who she met on the tram. She dreams many things but pines for this man.,1h 29m
Brother of Darkness,1994,5.7,212.0,"Toh is on trial for the brutal murder of his brother, Wah. As the court case unfolds and witnesses take the stand, a horrific tale of sibling abuse, domestic violence and all-round thuggery ensues.",1h 24m
06,1994,6.2,671.0,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual.",1h 27m
Hollywood Hills 90028,1994,3.9,61.0,"Laura, a mid-term high school transferee, develops a liking for wimpy classmate, Mike, who's father became an abusive alcoholic after Mike's mother's fatal illness. Those who take advantage of Mike are killed by Laura, who arranged for the deaths of her own abusive parents to look like an accident.",1h 12m
Midnight Confessions,1994,3.2,151.0,"Vanessa hosts a talk radio show devoted to sex. Unfortunately, she becomes the focus of a maniac killing prostitutes.",1h 21m
Aswang,1994,5.5,562.0,"A young, unwed, pregnant girl is made an offer she can't refuse. Marry a rich young man with a wealthy estate to please his dying mother, and she'll be well taken care of. What she doesn't know is the family has plans to sacrifice her baby!",1h 22m
Dark Future,1994,2.5,320.0,"A plague ravages Earth, forcing survivors underground as cyborg slaves. When a rare birth occurs, a bartender sparks rebellion against the ruling human-machine hybrids who want the child for themselves.",1h 28m
Yamaleela,1994,7.6,310.0,A young man resorts to mischievous antics and shortcuts to earn money so he can please his widowed mother and gift her the palace that she once lived in.,2h 20m
Dead Beat,1994,5.3,255.0,"In 1965, Rudy, a Midwestern high-school kid, moves to Albuquerque; lonely and friendless, he's attracted to Kit, slightly older, with a car, his own apartment, and spending money. Kit loves Elvis and loves the ladies; plus, he's a complete phony: his tan is fake, he wears lifts, he lies to girls, and he pretends to care about Rudy. Kit also shares a dark secret with two other devoted followers, Jimmy and Martha. He meets his match in Kirsten, a spoiled rich girl who gives as good as she gets. When she and a younger cousin disappear, Rudy must choose between loneliness and the law.",1h 33m
The Killing Machine,1994,4.4,363.0,"Harlin Garret loses his memory and finds himself closed in a facility claimed to belong to the state security services. The manager of this place tells Garrett he used to be a killer for the mob but Garrett refuses to believe. Then he is forced to kill people that are a ""Risk to the state security"", but the whole story gets complicated when Garret falls in love with one of his victims...",1h 40m
Zaalim,1994,4.4,632.0,"Judge Somnath lives with his wife, three sons, and a daughter. Two of his sons, Vikram and Mohan are married, while his daughter, Kaamna, and youngest son, Ravi, are of marriageable age. Somnath had wanted his sons to be a doctor, police officer, and a Judge. While Vikram is a surgeon, Mohan's a Police Inspector, & Ravi is now studying law and on his way to become a lawyer and then a Judge like his dad. This family does have a dark secret. Ravi is prone to losing his temper, so much so that he gets out of control, and has killed someone in his childhood. When Kaamna gets raped, the family are reluctant to tell Ravi. When they do they do convince him to control himself, while Mohan gets an arrest warrant for Vinod, Kaamna's molester. Things do not go smoothly in court as the matter is put off for several months and then Somnath and Kaamna are killed in a bomb explosion. Now Mohan and Vikram handcuff Ravi on their balcony while they finalize the funeral arrangements, and when they return Ravi is no longer there. And then the killings begin...",2h 11m
Thenmavin Kombath,1994,8.1,3400.0,"Srikrishnan and his best friend, Manickam falls in love with the same girl, a village performer, Srikrishnan turns out more intent on having her for himself.",2h 44m
Magic Kid II,1994,3.8,283.0,Kevin Ryan must protect himself and his uncle from the TV studio that is producing his hit martial arts show when the execs try strong-arm tactics to keep Kevin from leaving.,1h 27m
Killing Obsession,1994,4.8,111.0,"A deranged psychopath, recently released from prison, sets out in search of ""Annie,"" the 11-year-old daughter of the woman he murdered twenty years earlier.",1h 35m
La séparation,1994,6.9,1200.0,"One night at the cinema, Pierre reaches for out to take Anne's hand. She is annoyed and rebuffs him. He feels rejected. This moment begins the story of the disintegration of a couple... Pierre and Anne live in Paris with their two-year-old child Louis. After the night in the cinema it is clear that Anne is distracted and the small gulf between them seems to widen as time goes on. Lunches, evenings out with friends, there's obvoiusly something wrong. One night after a party, Anne tells Pierre that she is in love with another man. Although her confession is not surprising, Pierre's reaction is. He seems to accept it as a fact of life and refrains from asking the most burning questions. However, as Anne continues to see the other man, Pierre's feelings become more violent and it begins to dawn on them that some thing intangible has happened that can't be put right.",1h 28m
Playmaker,1994,5.1,479.0,A would-be actress uncovers horrifying files on other starlets.,1h 31m
Bhairava Dweepam,1994,8.1,1000.0,A royal prince is raised by adoptive parents and experiences romance and adventure on his way to his destiny.,2h 42m
Miami Models,1994,3.8,59.0,"Barry's millionaire boss leaves him in charge of his South Miami Beach mansion, and together with his son, Barry Jr., they use the house as a base of operations for a new modeling agency. Soon they find there is more to the modeling business than surrounding themselves with beautiful women.",1h 30m
Chicken Park,1994,2.6,1400.0,A disgraced Italian fighting-cock breeder moves to the Dominican Republic only to discover a secret compound where a mad scientist wants to use the breeder's best rooster to create a perfect race of genetically modified giant chickens.,1h 38m
Imtihaan,1994,5.5,433.0,A woman's tragic past threatens to break up her marriage.,2h 32m
Federal Hill,1994,6.3,502.0,"On the mean streets of Providence, five friends struggle for a future in the mob-infested neighborhood known as Federal hill. Petty burglar Ralph and his drug-dealing friend Nicky are inseparable until Nicky meets a beautiful….",1h 37m
Bar Girls,1994,5.0,606.0,"Loretta is a successful lesbian writer of cartoons with problems in her romantic life with Annie. She is a used to of a lesbian bar. One day she meets Rachel and they start a new life together. When J.R. starts flirting with Rachel, all the insecurity of Loretta rises in a jealousy situation.",1h 33m
A Brilliant Disguise,1994,4.3,170.0,"Michelle is one part sexual nymph, one part man-hating psycho, and one part 12-year-old child. When she catches the eye of Andy, it turns his life upside down and their relationship becomes the formula for passion, pleasure, and pain.",1h 35m
Sethupathi I.P.S,1994,6.5,149.0,Sethupathi I.P.S. catches terrorist Sivasubramaniam who reveals there is a planning of terrorist strike on Prime minister which leads danger to his own family.,2h 46m
Lust,1994,2.3,131.0,The restaurateur and womanizer Jerrie meets the guest Sara. A passionate but stormy relationship begins. Sara is not like the other women Jerrie has met. Soon Sara is the boss.,1h 40m
Darkside Blues,1994,5.4,598.0,"A mysterious man attempts to save ""The Dark Side of Tokyo"" from the control of a land-hungry corporation.",1h 23m
Sherlock: Undercover Dog,1994,2.7,544.0,"Billy, 10, a dreamer, wants to be taken seriously so he can live with his toy-designer father on Catalina Island. Billy's plans get seriously spoilt when Sherlock, a talking police dog, demands his help to rescue his police detective handler kidnaped by smugglers. But Sherlock likes to keep his talking a closely-guarded secret. So now no one will take Billy seriously until he rescues the kidnaped detective and catches the smugglers...",1h 18m
JLG/JLG: Self-Portrait in December,1994,7.1,821.0,"Director Jean-Luc Godard reflects in this movie about his place in film history, the interaction of film industry and film as art, as well as the act of creating art.",1h 2m
Volshebnik Izumrudnogo goroda,1994,5.0,85.0,"The evil witch Gingemma conjures up a cyclone to take little Elli away from her mother, and is crushed for her wickedness. Upon landing in the Magic Land, Elli's dog, Totoshka, becomes a remarkably intelligent advisor, who suggests she take the silver shoes the witch was wearing. Wralan, the Cyclone, reports the accident to Bastinda, the Wicked Witch of the West. Near where Elli's house landed is a cornfieled with a Scarecrow, Strasheela, who wants a brain. When Elli rescues him from his pole, a Cowardly Lion comes to the cornfield and calls a truce so they can join together to see Goodwin the Wizard to have their wishes granted. In a dark forest, they meer Zhyelyeenee Drovosyek, a rusted iron woodchopper who wants a heart, and joins them on their quest. Bastinda sends an array of hazards, including an impish Ogre, knife wielding tigers, and winged monkeys to get the shoes from her. The monkeys are successful, and bring her to the castle. How will she find Goodwin now?",1h 3m
The Unborn II,1994,4.2,465.0,"A sinister fertility experiment has created a generation of twisted children. A relentless woman has made it her business to destroy these mutant babies before they destroy the world! One mother and her only friend are torn between love an repulsion of this deformed being and are ready to fight for it's survival, but this baby doesn't need love. It's been programmed to survive at any cost.",1h 23m
Trollsyn,1994,6.2,173.0,"Maren, a young girl, is the sole survivor of the Black Death in her Norwegian village. Using instincts, folklore, luck, and the clairvoyant powers granted her by being born with a ""Victory Cap,"" Maren survives on her own, waiting for other people to discover her plight. Painstaking recreations of medieval customs and settings dominate the film.",1h 33m
The Great Bikini Off-Road Adventure,1994,4.6,206.0,"An ancient American Indian burial ground is threatened by an evil real estate developer when the owner of the land (who runs a local off road jeep tour company) has trouble with his business. His beautiful neice and her crew of beautiful friends take over the jeep tours and attract business and save the day the old fashioned way, by taking their tops off during the tours they are leading.",1h 30m
Casa de Lava,1994,6.9,1100.0,"The film tells a story of Mariana, a nurse who leaves Lisbon to accompany an immigrant worker in a comatose sleep on his trip home to Cape Verde. The devoted Portuguese nurse took a journey only to find herself lost in abstract drama.",1h 50m
L'ange noir,1994,5.8,561.0,"The wife of an influential judge kills a famous criminal, dubbed Robin Hood by the press, in her home in cold blood. She is put on trial for murder but claims that it was self-defense. Her lawyer investigates her mysterious past.",1h 35m
Prima Donnas,1995,4.8,54.0,"Babe Kim Sterling was destined to become the ball queen, but Beverly Hills' high society gets a taste of their own medicine when she alters the plans for their prestigious Las Madonnas Debutante Ball and turns it into a madcap fiesta.",1h 38m
Nobat e Asheghi,1995,6.4,231.0,"Part one: A brown-haired man finds out that his wife cheats on him with a blonde-haired man. He kills his rival and is condemned to the capital punishment. Gazale takes her own life. Part two: Same story. Same denouement, the only variant being that it is the blond-haired man who is the husband and the brown-haired one who is the lover. Part three: The story starts over again and is the same until the two men come into conflict. But from then on it changes dramatically : the brown-haired man decides not to kill his rival. The latter marries Gazale and nobody dies.",1h 15m
Rajkumar,1996,3.7,351.0,"Rani Maa's(Reena Roy) husband is killed by the neighboring kingdom's evil Prime Minister Man Singh (Naseeruddin Shah). The Prime Minister absolves himself from this killing and blames it on the king, the father of Rajkumari Vishaka (Madhuri Dixit). Rani Maa swears to avenge the death against the Rajkumari. Man Singh also has a twin brother, Surjan Singh (also Naseeruddin Shah) who is not evil at all albeit a little naive. Rani Maa is shocked and aghast when she finds out that her only son, Rajkumar (Anil Kapoor) is in love with Rajkumari. She sets out to oppose this marriage, while Rajkumar will leave no stone unturned to marry Rajkumari. The stage is set for mother and son to decide whether it is in their best interest to include someone in the family, who has killed a husband and a father respectively.",2h 26m
